presion,alture,altitud_sobre_nivel_mar,hora,visible_image,thermal_image
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_18_063756'.jpg,images/b'flir_visible_image_2023_05_26_14_47_18_063756'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_18_260767'.jpg,images/b'flir_visible_image_2023_05_26_14_47_18_260767'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_18_405841'.jpg,images/b'flir_visible_image_2023_05_26_14_47_18_405841'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_18_562728'.jpg,images/b'flir_visible_image_2023_05_26_14_47_18_562728'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_18_714010'.jpg,images/b'flir_visible_image_2023_05_26_14_47_18_714010'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_18_883789'.jpg,images/b'flir_visible_image_2023_05_26_14_47_18_883789'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_19_033342'.jpg,images/b'flir_visible_image_2023_05_26_14_47_19_033342'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_19_176717'.jpg,images/b'flir_visible_image_2023_05_26_14_47_19_176717'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_19_398164'.jpg,images/b'flir_visible_image_2023_05_26_14_47_19_398164'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_19_570579'.jpg,images/b'flir_visible_image_2023_05_26_14_47_19_570579'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_19_721842'.jpg,images/b'flir_visible_image_2023_05_26_14_47_19_721842'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_19_874815'.jpg,images/b'flir_visible_image_2023_05_26_14_47_19_874815'.tiff
0,0,0,2023-05-26 14:47:02.029539,,
0,0,0,2023-05-26 14:47:02.029539,images/b'flir_thermal_16gray_2023_05_26_14_47_20_070373'.jpg,images/b'flir_visible_image_2023_05_26_14_47_20_070373'.tiff
